question,answer_text,distractor
"From the passage , we can know that",Headteachers should make their own homework policy .,"'the better way to study hard', 'should have good friends', 'good use of your classmates'"
Why did they drive back ?,Because they thought they may find a story about Roger .,"'because they knew the steps of the', 'they did like to play with the game', 'the fire was very crowded'"
Frankie Banali 's words suggest,he felt very sad at the moment,"'he did like the weather', 'the agent was very stupid', 'his teacher did know where'"
The purpose of writing this passage is to,expect people not to fear everyday radiation,"'warn people to avoid using the process of the problem', 'tell people how to use the use of glass', 'explain the influence of the importance of rats'"
Ancient people first used umbrellas as,protection against the sun,"'the whale in the ground', 'was the first minister minister minister', 'to take the monster'"
In 1929 a concert on New Year 's Eve was given by,the band of Guy Lombardo,"'the korean music', 'people in the band', 'young women'"
It can be inferred from the passage that,Bezos has a sharp business mind and a kind heart,"'the better habit of money', 'is always popular person performed', 'money always much money from his own'"
"When Kathy Zajchenko said that the Middle Eastern image worked well for her , she meant that",she was satisfied with what she looked like as a Middle Eastern person,"'she was too poor to take the waitress to help her', 'her relatives were not worried about the way', 'the teacher did know how to do so'"
Which of the follow is TRUE according to the passage ?,More and more city families choose to book New Year dinner in restaurants .,"'the people in the uk prefer to travel theme shops', 'more and more people do like taking shopping bags', 'people in the uk enjoy magazines'"
From the passage we learn that Mindle is a device which,can find a book within one minute,"'you can track the front', 'person who can track the front', 'data analysis'"
This is a photo of my,bedroom,"'mary', 'room room', 'the old room'"
How were they able to know that the woman 's son was near the cliff ?,By hearing a dog barking .,"'by the dog', 'the nurse', 'in jack cat'"
Nightingale had the idea of becoming a nurse when,she visited the poor people,"'she was fed the old people', 'her family were deaf', 'the people were poor people lacking'"
"After Jack 's mother came home from school , she",was patient enough to listen to her son 's words,"'thought that she was too poor', 'often spends gift', 'that he was too poor'"
"According to the study , after direct contact with their role models ,",children may feel more optimistic about their future,"'children should be polite to the child', 'parents do like to play with their children', 'the children will not be afraid if they were born'"
Radha Karnik 's problem is that he does n't,have a good sense of humour,"'not good looks', 'the problem of the brain', 'good looks'"
Most of the Social Security benefits are intended for,the retirees,"'the', 'sharing responsibility', 'gate and'"
Which of the following is NOT mentioned in the passage,Teenagers with both parents wo n't have the drug use problem .,"'the influence of children teenagers will be developed', 'children often to develop their children to learn their children', 'parents who want to learn the children to play music'"
"The writer thinks that the railways , far from being dead , are very much alive because",all the above,"'the things man said them', 'they were good at the same time', 'it bit cold'"
